sid,Country,Region,construction_period_start,construction_period_end,steel,copper,aluminum,unspecified_metal,wood,paper_cardboard,straw,concrete,cement,aggregates,brick,mortar_plaster,mineral_fill,plaster_board_gypsum,Adobe,asphalt,bitumen,natural_stone,cement_asbestos,Clay,glass,siding_unspecified,Ceramics,plastics,polystyrene,PVC,Linoleum,Carpet,Heraklith,mineral wool,insulation_unspecified,other_unspecified_material,building_description,no_floors,occupation,building_type,measurement_type,urban_rural,floor_area_type,Authors,publication_year,publication_title,publication_outlet,copyright_publication,DOI,URL,comment_scope,comment_conversion,comment_aggregation,comment_primary,comment_secondary,data_entry,global_region,climate_classification,equator_distance,heating_degree_days_0,heating_degree_days_1,cooling_degree_days_0,cooling_degree_days_1,country_land_area,population_0,population_1,urbanization_0,urbanization_1,gdp_0,gdp_1,hdi_0,hdi_1
42,CA,TOR,1913,1913,883.5348000000001,0,35.1637,0,10552.5715,0,0,65979.57,544.935,18250.41,0.0,0.0,0,6135.555,0,81.366,1592.73,0.0,0,0,264.93696,0.0,0,22.020850000000003,0,0,0,0,0,1112.0298,1152.0268,217.8097,,5,,SNR,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,,,,,,,,
43,CA,TOR,2021,2021,166.77609999999999,0,0.0,0,50988.061100000006,0,0,276114.15400000004,0.0,64058.5,136690.0,34901.3,0,22202.64,0,3232.81,2941.1,0.0,0,0,1930.1390000000001,0.0,0,227.5327,0,0,0,0,0,11711.574000000002,237.85,53.8306,,5,,SND,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,39110000.0,39110000.0,0.13,0.13,1736430000000.0,1736430000000.0,,
44,CA,TOR,2021,2021,1938.3773899999999,0,0.0,0,34278.523,0,0,291598.16,114.063,39558.09,0.0,4294.34,0,12875.889999999998,0,7640.64,3230.28,27593.2,0,0,1842.175,9437.9,0,131.13725000000002,0,0,0,0,0,6259.74,0.0,381.94010000000003,,5,,SND,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,39110000.0,39110000.0,0.13,0.13,1736430000000.0,1736430000000.0,,
45,CA,TOR,2021,2021,735.56633,0,0.0,0,37145.065,0,0,177238.85400000002,0.0,51284.7,25132.8,6810.85,0,11647.496,0,1476.52,2899.49,0.0,0,0,660.7029,0.0,0,179.5905,0,0,0,0,0,5528.495,0.0,58.33613,,5,,SND,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,39110000.0,39110000.0,0.13,0.13,1736430000000.0,1736430000000.0,,
46,CA,TOR,2021,2021,1919.0561,0,0.0,0,31785.511500000004,0,0,174144.08,0.0,30611.1,41459.8,10586.0,0,10209.243999999999,0,2110.55,2780.41,0.0,0,0,700.66,0.0,0,104.53989000000001,0,0,0,0,0,3583.2839999999997,386.962,323.4057,,5,,SND,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,39110000.0,39110000.0,0.13,0.13,1736430000000.0,1736430000000.0,,
47,CA,TOR,2021,2021,1170.7495,0,0.0,0,35098.524478,0,0,179808.18200000006,0.0,49914.799999999996,41968.5,10715.9,0,13401.93,0,2573.0898,2874.69,0.0,0,0,1260.28,1089.1,0,107.019892,0,0,0,0,0,6958.042,148.091,50.8006,,5,,SND,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,39110000.0,39110000.0,0.13,0.13,1736430000000.0,1736430000000.0,,
48,CA,RIC,2016,2016,197908.96418575657,0,0.0,0,0.0,0,0,6782808.600406617,0.0,0.0,79751.99999999999,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,,7,,EDU,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Cfb,5466,,,,,9984670,36109487.0,36109487.0,0.07,0.07,1528240000000.0,1528240000000.0,,
49,CA,TOR,2020,2020,1681.61034,0,0.0,0,31905.679800000005,0,0,106773.33200000002,0.0,44547.2,32810.3,8377.5,0,10632.203000000001,0,4022.25,1477.13,0.0,0,0,603.788,307.234,0,94.02122000000001,0,0,0,0,0,7195.415,0.0,33.869255,,5,,SND,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,38005238.0,38005238.0,0.13,0.13,1736430000000.0,1736430000000.0,,
50,CA,TOR,2021,2021,2813.6675999999998,0,0.0,0,40740.359899999996,0,0,283664.7299999999,0.0,66859.40000000001,38924.9,12496.9,0,13836.671999999999,0,2218.95,3107.8,16437.4,0,0,1422.1229999999998,0.0,0,258.27997999999997,0,0,0,0,0,14632.435,543.384,63.182199999999995,,5,,SND,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,39110000.0,39110000.0,0.13,0.13,1736430000000.0,1736430000000.0,,
51,CA,TOR,1988,1988,847272.2933508047,0,0.0,0,0.0,0,0,27557255.4155458,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,,19,,INS,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,26791747.0,26791747.0,0.06,0.06,507354000000.0,507354000000.0,,
52,CA,TOR,2018,2018,2038913.1646408052,0,0.0,0,0.0,0,0,64853646.75,0.0,0.0,173232.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,,41,,APB,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,37065178.0,37065178.0,0.07,0.07,1716260000000.0,1716260000000.0,,
53,CA,TOR,2018,2018,1470321.9899563347,0,0.0,0,0.0,0,0,43755377.29249999,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,,41,,MIX,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,37065178.0,37065178.0,0.07,0.07,1716260000000.0,1716260000000.0,,
54,CA,TOR,2017,2017,2077606.3765797461,0,0.0,0,0.0,0,0,61016296.99999999,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,,40,,APB,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,36545295.0,36545295.0,0.07,0.07,1649880000000.0,1649880000000.0,,
55,CA,TOR,2017,2017,1101337.8732240018,0,0.0,0,0.0,0,0,39376423.57,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,,34,,APB,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,36545295.0,36545295.0,0.07,0.07,1649880000000.0,1649880000000.0,,
56,CA,TOR,2016,2016,1740512.8899938457,0,0.0,0,0.0,0,0,67151686.37673573,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,,20,,APB,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,36109487.0,36109487.0,0.07,0.07,1528240000000.0,1528240000000.0,,
57,CA,TOR,2020,2020,1.2,0,0.0,0,3586.37,0,0,14398.48,0.0,20157.87,0.0,0.0,0,1574.38,0,0.0,0.0,0.0,0,0,225.09,0.0,0,22.21,0,0,0,0,0,0.0,130.22,10.24,,3,,LNW,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,38005238.0,38005238.0,0.13,0.13,1736430000000.0,1736430000000.0,,
58,CA,TOR,2020,2020,2.020043499264,0,0.0,0,4344.646539112526,0,0,20002.534451200005,0.0,14935.225723562664,0.0,0.0,0,1180.1221617920098,0,0.0,0.0,0.0,0,0,446.20984177777774,0.0,0,9.84433339624,0,0,0,0,0,0.0,0.0,288.32299981632,,3,,LNW,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,38005238.0,38005238.0,0.13,0.13,1736430000000.0,1736430000000.0,,
59,CA,TOR,2019,2019,0.0,0,0.0,0,2012.77082257353,0,0,0.0,0.0,0.0,0.0,0.0,0,700.5668434652067,0,0.0,88.24470383221333,0.0,0,0,46.02253030564443,0.0,0,11.397183853492937,0,0,0,0,0,0.0,0.0,0.0,,3,,LNW,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,37593384.0,37593384.0,0.07,0.07,1736430000000.0,1736430000000.0,,
60,CA,TOR,2021,2021,0.0,0,0.0,0,5866.870000000001,0,0,0.0,0.0,0.0,0.0,0.0,0,2029.02,0,0.0,764.17,0.0,0,0,659.59,0.0,0,3.97,0,0,0,0,0,0.0,0.0,0.0,,3,,LNW,Case study,Urban,,Shoshanna Saxe Research Group,2021,A Construction Classification System Database for Understanding Resource Use in Building Construction,,,,,,,NA,Material quantities were obtained through performing take offs directly from the building drawings.,,,Northern America,Dfb,4859,,,,,9984670,39110000.0,39110000.0,0.13,0.13,1736430000000.0,1736430000000.0,,
